title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Twilight Imperium: Fourth Edition;https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition;2017;0.22056093463744317;2;82.5;77;0;not applicable;63
FITS;https://boardgamegeek.com/boardgame/40393/fits;2009;0.22029853751011697;2;83.0;75;0;not applicable;158
Catacombs;https://boardgamegeek.com/boardgame/57390/catacombs;2010;0.22002664245936057;2;84.5;70;0;not applicable;139
Thunder Alley;https://boardgamegeek.com/boardgame/108906/thunder-alley;2014;0.21840303640832343;2;84.5;76;0;not applicable;103
First Class: All Aboard the Orient Express!;https://boardgamegeek.com/boardgame/206941/first-class-all-aboard-the-orient-express;2016;0.2173057021437963;2;85.5;76;0;not applicable;73
Flick 'em Up!;https://boardgamegeek.com/boardgame/169124/flick-em;2015;0.21606060590352688;2;86.0;80;0;not applicable;88
Broom Service;https://boardgamegeek.com/boardgame/172308/broom-service;2015;0.215825538622975;2;86.5;78;0;not applicable;92
Goa: A New Expedition;https://boardgamegeek.com/boardgame/9216/goa-new-expedition;2004;0.213937428790188;2;87.5;84;0;not applicable;127
CO₂;https://boardgamegeek.com/boardgame/72225/co;2012;0.21387448424827404;2;87.5;85;0;not applicable;124
Bonfire;https://boardgamegeek.com/boardgame/304420/bonfire;2020;0.2137089463196265;2;88.0;81;0;not applicable;29
Merchant of Venus (Second Edition);https://boardgamegeek.com/boardgame/131646/merchant-of-venus-second-edition;2012;0.2137089463196265;2;88.0;81;0;not applicable;124
Samurai;https://boardgamegeek.com/boardgame/3/samurai;1998;0.21357365070072587;2;88.0;82;0;not applicable;151
Paperback;https://boardgamegeek.com/boardgame/141572/paperback;2014;0.2132937125815199;2;88.0;85;0;not applicable;72
Crusaders: Thy Will Be Done;https://boardgamegeek.com/boardgame/170624/crusaders-thy-will-be-done;2018;0.21200961351675118;2;89.0;88;0;not applicable;50
Between Two Castles of Mad King Ludwig;https://boardgamegeek.com/boardgame/258036/between-two-castles-of-mad-king-ludwig;2018;0.21152794267648095;2;89.5;86;0;not applicable;51
Dead Reckoning;https://boardgamegeek.com/boardgame/276182/dead-reckoning;2022;0.21144678053006763;2;90.0;82;0;not applicable;12
Marco Polo II: In the Service of the Khan;https://boardgamegeek.com/boardgame/283948/marco-polo-ii-in-the-service-of-the-khan;2019;0.21142884184999705;2;89.5;88;0;not applicable;30
Railways of the World;https://boardgamegeek.com/boardgame/17133/railways-world;2005;0.21106306411784348;2;90.0;85;0;not applicable;152
Ticket to Ride Map Collection 5: United Kingdom & Pennsylvania;https://boardgamegeek.com/boardgameexpansion/182078/ticket-ride-map-collection-5-united-kingdom-pennsy;2015;0.21106306411784348;2;90.0;85;0;not applicable;87
Wingspan Asia;https://boardgamegeek.com/boardgame/366161/wingspan-asia;2022;0.2108575652063426;2;90.0;88;0;not applicable;3
Ninjato;https://boardgamegeek.com/boardgame/50768/ninjato;2011;0.2096127266439174;2;91.5;84;0;not applicable;136
The Downfall of Pompeii;https://boardgamegeek.com/boardgame/13004/downfall-pompeii;2004;0.20859762320915143;2;92.0;89;0;not applicable;151
Not Alone;https://boardgamegeek.com/boardgame/194879/not-alone;2016;0.20852365314523436;2;92.0;91;0;not applicable;68
Scrabble;https://boardgamegeek.com/boardgame/320/scrabble;1948;0.2084652289093281;2;92.5;85;0;not applicable;136
Twilight Imperium: Third Edition;https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition;2005;0.2080070905474614;2;92.5;90;0;not applicable;141
Labyrinth: The War on Terror, 2001 – ?;https://boardgamegeek.com/boardgame/62227/labyrinth-war-terror-2001;2010;0.2069438718523079;2;93.5;90;0;not applicable;147
Friday;https://boardgamegeek.com/boardgame/43570/friday;2011;0.20683729409892188;2;93.5;93;0;not applicable;95
Mission: Red Planet (Second Edition);https://boardgamegeek.com/boardgame/176920/mission-red-planet-second-edition;2015;0.20660035817780523;2;94.0;88;0;not applicable;87
Ready Set Bet;https://boardgamegeek.com/boardgame/351040/ready-set-bet;2022;0.20573995983439475;2;94.5;94;0;not applicable;4
Skull King;https://boardgamegeek.com/boardgame/150145/skull-king;2013;0.2047104239282636;2;95.5;93;0;98;not applicable
Final Girl;https://boardgamegeek.com/boardgame/277659/final-girl;2021;0.2042572070285374;2;96.0;92;0;100;not applicable
Parade;https://boardgamegeek.com/boardgame/56692/parade;2007;0.20256585414188696;2;97.5;96;0;not applicable;149
Sleeping Gods;https://boardgamegeek.com/boardgame/255984/sleeping-gods;2021;0.2015346165133619;2;98.5;97;0;not applicable;2
Great Western Trail: Argentina;https://boardgamegeek.com/boardgame/364011/great-western-trail-argentina;2022;0.2015346165133619;2;98.5;97;0;not applicable;1
Tiny Epic Western;https://boardgamegeek.com/boardgame/180852/tiny-epic-western;2016;0.19611613513818404;1;26.0;26;0;not applicable;78
Darwin's Journey;https://boardgamegeek.com/boardgame/322289/darwins-journey;2023;0.1643989873053573;1;37.0;37;0;37;not applicable
Snowdonia;https://boardgamegeek.com/boardgame/119432/snowdonia;2012;0.1643989873053573;1;37.0;37;0;not applicable;125
Ecos: First Continent;https://boardgamegeek.com/boardgame/279254/ecos-first-continent;2019;0.15075567228888181;1;44.0;44;0;not applicable;41
Neta-Tanka: Deluxe Edition;https://boardgamegeek.com/boardgame/245931/neta-tanka-deluxe-edition;2019;0.1414213562373095;1;50.0;50;0;not applicable;47
Mint Delivery;https://boardgamegeek.com/boardgame/230251/mint-delivery;2017;0.14002800840280097;1;51.0;51;0;not applicable;56
AuZtralia;https://boardgamegeek.com/boardgame/231581/auztralia;2018;0.1386750490563073;1;52.0;52;0;not applicable;53
Caverna: Cave vs Cave;https://boardgamegeek.com/boardgame/220520/caverna-cave-vs-cave;2017;0.13736056394868904;1;53.0;53;0;not applicable;68
Burgle Bros.;https://boardgamegeek.com/boardgame/172081/burgle-bros;2015;0.13608276348795434;1;54.0;54;0;not applicable;89
51st State;https://boardgamegeek.com/boardgame/73369/51st-state;2010;0.13608276348795434;1;54.0;54;0;not applicable;149
Merlin;https://boardgamegeek.com/boardgame/230933/merlin;2017;0.13483997249264842;1;55.0;55;0;not applicable;65
Hardback;https://boardgamegeek.com/boardgame/223750/hardback;2018;0.1336306209562122;1;56.0;56;0;not applicable;62
Mottainai;https://boardgamegeek.com/boardgame/175199/mottainai;2015;0.1336306209562122;1;56.0;56;0;not applicable;91
Skyline;https://boardgamegeek.com/boardgame/121423/skyline;2012;0.1336306209562122;1;56.0;56;0;not applicable;122
Mariposas;https://boardgamegeek.com/boardgame/297978/mariposas;2020;0.1336306209562122;1;56.0;56;0;not applicable;31
Eaten by Zombies!;https://boardgamegeek.com/boardgame/76247/eaten-zombies;2011;0.13245323570650439;1;57.0;57;0;not applicable;138
Bargain Quest;https://boardgamegeek.com/boardgame/223740/bargain-quest;2017;0.13245323570650439;1;57.0;57;0;not applicable;44
Arkham Horror (Third Edition);https://boardgamegeek.com/boardgame/257499/arkham-horror-third-edition;2018;0.13130643285972254;1;58.0;58;0;not applicable;53
Lords of Vegas;https://boardgamegeek.com/boardgame/20437/lords-vegas;2010;0.13018891098082386;1;59.0;59;0;not applicable;150
Fallout;https://boardgamegeek.com/boardgame/232918/fallout;2017;0.12909944487358058;1;60.0;60;0;not applicable;64
Massive Darkness;https://boardgamegeek.com/boardgame/197070/massive-darkness;2017;0.12909944487358058;1;60.0;60;0;not applicable;67
Loopin' Louie;https://boardgamegeek.com/boardgame/327/loopin-louie;1992;0.12803687993289598;1;61.0;61;0;not applicable;124
Tash-Kalar: Arena of Legends;https://boardgamegeek.com/boardgame/146278/tash-kalar-arena-legends;2013;0.12598815766974242;1;63.0;63;0;not applicable;113
The Networks;https://boardgamegeek.com/boardgame/72321/networks;2016;0.12598815766974242;1;63.0;63;0;not applicable;80
Machi Koro: Harbor;https://boardgamegeek.com/boardgameexpansion/143789/machi-koro-harbor;2012;0.12403473458920845;1;65.0;65;0;not applicable;98
Norenberc;https://boardgamegeek.com/boardgame/75091/norenberc;2010;0.12403473458920845;1;65.0;65;0;not applicable;149
Francis Drake;https://boardgamegeek.com/boardgame/140603/francis-drake;2013;0.12309149097933274;1;66.0;66;0;not applicable;113
Unearth;https://boardgamegeek.com/boardgame/217085/unearth;2017;0.12309149097933274;1;66.0;66;0;not applicable;67
Panamax;https://boardgamegeek.com/boardgame/131287/panamax;2014;0.12309149097933274;1;66.0;66;0;not applicable;101
Blackout: Hong Kong;https://boardgamegeek.com/boardgame/262215/blackout-hong-kong;2018;0.12309149097933274;1;66.0;66;0;not applicable;53
Fugitive;https://boardgamegeek.com/boardgame/197443/fugitive;2017;0.12216944435630522;1;67.0;67;0;not applicable;72
Ground Floor;https://boardgamegeek.com/boardgame/38765/ground-floor;2012;0.12216944435630522;1;67.0;67;0;not applicable;122
Gauntlet of Fools;https://boardgamegeek.com/boardgame/129293/gauntlet-fools;2012;0.12126781251816648;1;68.0;68;0;not applicable;126
Sail to India;https://boardgamegeek.com/boardgame/141736/sail-to-india;2013;0.11952286093343936;1;70.0;70;0;not applicable;106
Star Trek: Fleet Captains;https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains;2011;0.11867816581938534;1;71.0;71;0;not applicable;138
Warhammer Quest: The Adventure Card Game;https://boardgamegeek.com/boardgame/181521/warhammer-quest-adventure-card-game;2015;0.11867816581938534;1;71.0;71;0;not applicable;88
Drum Roll;https://boardgamegeek.com/boardgame/86246/drum-roll;2011;0.11785113019775792;1;72.0;72;0;not applicable;137
Glen More II: Chronicles;https://boardgamegeek.com/boardgame/265188/glen-more-ii-chronicles;2019;0.11785113019775792;1;72.0;72;0;not applicable;41
Tournay;https://boardgamegeek.com/boardgame/105037/tournay;2011;0.11704114719613057;1;73.0;73;0;not applicable;137
Spirits of the Forest;https://boardgamegeek.com/boardgame/235375/spirits-forest;2018;0.11704114719613057;1;73.0;73;0;not applicable;54
Grand Cru;https://boardgamegeek.com/boardgame/75212/grand-cru;2010;0.11547005383792515;1;75.0;75;0;not applicable;149
Rococo;https://boardgamegeek.com/boardgame/144344/rococo;2013;0.11470786693528089;1;76.0;76;0;not applicable;113
Space Empires 4X;https://boardgamegeek.com/boardgame/84419/space-empires-4x;2011;0.11470786693528089;1;76.0;76;0;not applicable;139
Fürstenfeld;https://boardgamegeek.com/boardgame/84469/furstenfeld;2010;0.11470786693528089;1;76.0;76;0;not applicable;149
Trismegistus: The Ultimate Formula;https://boardgamegeek.com/boardgame/281442/trismegistus-ultimate-formula;2019;0.11470786693528089;1;76.0;76;0;not applicable;41
Walnut Grove;https://boardgamegeek.com/boardgame/103185/walnut-grove;2011;0.11470786693528089;1;76.0;76;0;not applicable;137
Forbidden Stars;https://boardgamegeek.com/boardgame/175155/forbidden-stars;2015;0.11470786693528089;1;76.0;76;0;not applicable;93
Dream Home;https://boardgamegeek.com/boardgame/194880/dream-home;2016;0.11396057645963795;1;77.0;77;0;not applicable;77
Fall of Rome;https://boardgamegeek.com/boardgame/260428/fall-rome;2018;0.11396057645963795;1;77.0;77;0;not applicable;51
Tiny Epic Dinosaurs;https://boardgamegeek.com/boardgame/291508/tiny-epic-dinosaurs;2020;0.11396057645963795;1;77.0;77;0;not applicable;32
Catan Histories: Settlers of America – Trails to Rails;https://boardgamegeek.com/boardgame/67239/catan-histories-settlers-america-trails-rails;2010;0.11396057645963795;1;77.0;77;0;not applicable;152
The Great Zimbabwe;https://boardgamegeek.com/boardgame/111341/the-great-zimbabwe;2012;0.11396057645963795;1;77.0;77;0;not applicable;125
Boss Monster: The Dungeon Building Card Game;https://boardgamegeek.com/boardgame/131835/boss-monster-the-dungeon-building-card-game;2013;0.11396057645963795;1;77.0;77;0;not applicable;117
Duelosaur Island;https://boardgamegeek.com/boardgame/247236/duelosaur-island;2018;0.11396057645963795;1;77.0;77;0;not applicable;52
New Frontiers;https://boardgamegeek.com/boardgame/255692/new-frontiers;2018;0.11396057645963795;1;77.0;77;0;not applicable;50
20th Century;https://boardgamegeek.com/boardgame/85036/20th-century;2010;0.11322770341445958;1;78.0;78;0;not applicable;149
Hallertau;https://boardgamegeek.com/boardgame/300322/hallertau;2020;0.11322770341445958;1;78.0;78;0;not applicable;26
The Pursuit of Happiness;https://boardgamegeek.com/boardgame/181687/the-pursuit-of-happiness;2015;0.11322770341445958;1;78.0;78;0;not applicable;80
The Estates;https://boardgamegeek.com/boardgame/249381/estates;2018;0.1125087900926024;1;79.0;79;0;not applicable;53
Legacy: The Testament of Duke de Crecy;https://boardgamegeek.com/boardgame/52461/legacy-testament-duke-de-crecy;2013;0.1125087900926024;1;79.0;79;0;not applicable;113
Coin Age;https://boardgamegeek.com/boardgame/146130/coin-age;2013;0.1125087900926024;1;79.0;79;0;not applicable;103
Luna;https://boardgamegeek.com/boardgame/70512/luna;2010;0.11180339887498948;1;80.0;80;0;not applicable;146
Rise of Tribes;https://boardgamegeek.com/boardgame/202583/rise-tribes;2018;0.11180339887498948;1;80.0;80;0;not applicable;57
Yggdrasil;https://boardgamegeek.com/boardgame/71671/yggdrasil;2011;0.11180339887498948;1;80.0;80;0;not applicable;142
Tiny Epic Defenders;https://boardgamegeek.com/boardgame/155708/tiny-epic-defenders;2015;0.1111111111111111;1;81.0;81;0;not applicable;98
Dice Town;https://boardgamegeek.com/boardgame/40793/dice-town;2009;0.1111111111111111;1;81.0;81;0;not applicable;140
Dice Settlers;https://boardgamegeek.com/boardgame/230267/dice-settlers;2018;0.1111111111111111;1;81.0;81;0;not applicable;53
Roam;https://boardgamegeek.com/boardgame/267319/roam;2019;0.1111111111111111;1;81.0;81;0;not applicable;41
Ticket to Ride: 10th Anniversary;https://boardgamegeek.com/boardgame/160069/ticket-to-ride-10th-anniversary;2014;0.1111111111111111;1;81.0;81;0;not applicable;105
Hyperborea;https://boardgamegeek.com/boardgame/119788/hyperborea;2014;0.11043152607484655;1;82.0;82;0;not applicable;101
Meeple Circus;https://boardgamegeek.com/boardgame/193214/meeple-circus;2017;0.11043152607484655;1;82.0;82;0;not applicable;65
Lords of Xidit;https://boardgamegeek.com/boardgame/156566/lords-xidit;2014;0.10976425998969035;1;83.0;83;0;not applicable;101
Tammany Hall;https://boardgamegeek.com/boardgame/30645/tammany-hall;2007;0.10976425998969035;1;83.0;83;0;not applicable;121
Indian Summer;https://boardgamegeek.com/boardgame/233678/indian-summer;2017;0.10976425998969035;1;83.0;83;0;not applicable;65
The Flow of History;https://boardgamegeek.com/boardgame/204574/the-flow-of-history;2016;0.10976425998969035;1;83.0;83;0;not applicable;60
Xia: Legends of a Drift System;https://boardgamegeek.com/boardgame/82222/xia-legends-drift-system;2014;0.10976425998969035;1;83.0;83;0;not applicable;102
Bruxelles 1893;https://boardgamegeek.com/boardgame/144592/bruxelles-1893;2013;0.1091089451179962;1;84.0;84;0;not applicable;113
Conan;https://boardgamegeek.com/boardgame/160010/conan;2016;0.1091089451179962;1;84.0;84;0;not applicable;77
Call to Adventure;https://boardgamegeek.com/boardgame/238992/call-adventure;2019;0.1091089451179962;1;84.0;84;0;not applicable;49
Fury of Dracula (Third/Fourth Edition);https://boardgamegeek.com/boardgame/181279/fury-of-dracula-thirdfourth-edition;2015;0.1091089451179962;1;84.0;84;0;not applicable;78
Gentes: Deluxified Edition;https://boardgamegeek.com/boardgame/249703/gentes-deluxified-edition;2018;0.1091089451179962;1;84.0;84;0;not applicable;47
Alea Iacta Est;https://boardgamegeek.com/boardgame/40760/alea-iacta-est;2009;0.1091089451179962;1;84.0;84;0;not applicable;159
Lacrimosa;https://boardgamegeek.com/boardgame/348450/lacrimosa;2022;0.10783277320343841;1;86.0;86;0;not applicable;4
My Shelfie;https://boardgamegeek.com/boardgame/366456/my-shelfie;2022;0.10783277320343841;1;86.0;86;0;not applicable;6
Mare Nostrum: Empires;https://boardgamegeek.com/boardgame/174785/mare-nostrum-empires;2016;0.10721125348377948;1;87.0;87;0;not applicable;79
Snow Tails;https://boardgamegeek.com/boardgame/38054/snow-tails;2008;0.10721125348377948;1;87.0;87;0;not applicable;159
Inca Empire;https://boardgamegeek.com/boardgame/75476/inca-empire;2010;0.10721125348377948;1;87.0;87;0;not applicable;149
Get on Board: New York & London;https://boardgamegeek.com/boardgame/347013/get-board-new-york-london;2022;0.10721125348377948;1;87.0;87;0;not applicable;8
Tussie Mussie;https://boardgamegeek.com/boardgame/257614/tussie-mussie;2019;0.10721125348377948;1;87.0;87;0;not applicable;42
Sunrise City;https://boardgamegeek.com/boardgame/97357/sunrise-city;2012;0.10660035817780522;1;88.0;88;0;not applicable;131
Quantum;https://boardgamegeek.com/boardgame/143519/quantum;2013;0.10660035817780522;1;88.0;88;0;not applicable;108
Awkward Guests: The Walton Case;https://boardgamegeek.com/boardgame/188866/awkward-guests-walton-case;2016;0.10660035817780522;1;88.0;88;0;not applicable;42
Coal Baron;https://boardgamegeek.com/boardgame/143515/coal-baron;2013;0.105999788000636;1;89.0;89;0;not applicable;113
Civilization: A New Dawn;https://boardgamegeek.com/boardgame/233247/civilization-a-new-dawn;2017;0.10540925533894598;1;90.0;90;0;not applicable;64
Factory Fun;https://boardgamegeek.com/boardgame/24417/factory-fun;2006;0.10540925533894598;1;90.0;90;0;not applicable;146
Through the Desert;https://boardgamegeek.com/boardgame/503/through-the-desert;1998;0.10540925533894598;1;90.0;90;0;not applicable;157
Space Cadets: Dice Duel;https://boardgamegeek.com/boardgame/142079/space-cadets-dice-duel;2013;0.10540925533894598;1;90.0;90;0;not applicable;113
Shadowrun: Crossfire;https://boardgamegeek.com/boardgame/135382/shadowrun-crossfire;2014;0.10482848367219183;1;91.0;91;0;not applicable;103
Relic Runners;https://boardgamegeek.com/boardgame/144270/relic-runners;2013;0.10425720702853739;1;92.0;92;0;not applicable;114
Stockpile;https://boardgamegeek.com/boardgame/161614/stockpile;2015;0.10425720702853739;1;92.0;92;0;not applicable;81
Vanuatu;https://boardgamegeek.com/boardgame/104020/vanuatu;2011;0.10425720702853739;1;92.0;92;0;not applicable;137
Batman: Gotham City Chronicles;https://boardgamegeek.com/boardgame/222514/batman-gotham-city-chronicles;2019;0.10369516947304253;1;93.0;93;0;not applicable;47
Kodama: The Tree Spirits;https://boardgamegeek.com/boardgame/181810/kodama-the-tree-spirits;2016;0.10369516947304253;1;93.0;93;0;not applicable;84
Commands & Colors: Ancients;https://boardgamegeek.com/boardgame/14105/commands-colors-ancients;2006;0.10369516947304253;1;93.0;93;0;not applicable;157
Orbis;https://boardgamegeek.com/boardgame/255507/orbis;2018;0.10369516947304253;1;93.0;93;0;not applicable;53
Chess;https://boardgamegeek.com/boardgame/171/chess;1475;0.10369516947304253;1;93.0;93;0;not applicable;28
King of Tokyo: Power Up!;https://boardgamegeek.com/boardgameexpansion/127067/king-tokyo-power;2012;0.10314212462587934;1;94.0;94;0;not applicable;124
Kanban EV;https://boardgamegeek.com/boardgame/284378/kanban-ev;2020;0.10314212462587934;1;94.0;94;0;not applicable;26
This Town Ain't Big Enough for the 2-4 of Us;https://boardgamegeek.com/boardgame/153497/this-town-aint-big-enough-for-the-2-4-of-us;2014;0.10314212462587934;1;94.0;94;0;not applicable;103
Masmorra: Dungeons of Arcadia;https://boardgamegeek.com/boardgame/181524/masmorra-dungeons-arcadia;2017;0.10314212462587934;1;94.0;94;0;not applicable;75
Thebes;https://boardgamegeek.com/boardgame/30869/thebes;2007;0.10314212462587934;1;94.0;94;0;not applicable;156
Marvel Dice Masters: Uncanny X-Men;https://boardgamegeek.com/boardgame/158275/marvel-dice-masters-uncanny-x-men;2014;0.10314212462587934;1;94.0;94;0;not applicable;101
Villages of Valeria;https://boardgamegeek.com/boardgame/180040/villages-valeria;2017;0.10259783520851541;1;95.0;95;0;not applicable;74
Hegemony: Lead Your Class to Victory;https://boardgamegeek.com/boardgame/321608/hegemony-lead-your-class-to-victory;2023;0.10259783520851541;1;95.0;95;0;95;not applicable
Rolling Realms;https://boardgamegeek.com/boardgame/305682/rolling-realms;2021;0.10206207261596575;1;96.0;96;0;not applicable;16
Dark Moon;https://boardgamegeek.com/boardgame/111124/dark-moon;2011;0.10206207261596575;1;96.0;96;0;not applicable;92
Onirim (Second Edition);https://boardgamegeek.com/boardgame/156336/onirim-second-edition;2014;0.10206207261596575;1;96.0;96;0;not applicable;72
Stella: Dixit Universe;https://boardgamegeek.com/boardgame/329845/stella-dixit-universe;2021;0.1015346165133619;1;97.0;97;0;not applicable;13
Evolution: Climate;https://boardgamegeek.com/boardgame/182134/evolution-climate;2016;0.1015346165133619;1;97.0;97;0;not applicable;77
Tang Garden;https://boardgamegeek.com/boardgame/252153/tang-garden;2019;0.1015346165133619;1;97.0;97;0;not applicable;37
Edge of Darkness;https://boardgamegeek.com/boardgame/229491/edge-of-darkness;2019;0.1015346165133619;1;97.0;97;0;not applicable;44
Pergamon;https://boardgamegeek.com/boardgame/90040/pergamon;2011;0.1015346165133619;1;97.0;97;0;not applicable;142
Helvetia;https://boardgamegeek.com/boardgame/103092/helvetia;2011;0.1015346165133619;1;97.0;97;0;not applicable;137
Get Bit!;https://boardgamegeek.com/boardgame/30539/get-bit;2007;0.1015346165133619;1;97.0;97;0;not applicable;118
Unfair;https://boardgamegeek.com/boardgame/179172/unfair;2017;0.10101525445522108;1;98.0;98;0;not applicable;73
51st State: Master Set;https://boardgamegeek.com/boardgame/192458/51st-state-master-set;2016;0.10101525445522108;1;98.0;98;0;not applicable;82
The Agents;https://boardgamegeek.com/boardgame/141932/agents;2013;0.10101525445522108;1;98.0;98;0;not applicable;112
Vast: The Crystal Caverns;https://boardgamegeek.com/boardgame/170416/vast-crystal-caverns;2016;0.10101525445522108;1;98.0;98;0;not applicable;72
Jambo;https://boardgamegeek.com/boardgame/12002/jambo;2004;0.10101525445522108;1;98.0;98;0;not applicable;155
Pastiche;https://boardgamegeek.com/boardgame/91620/pastiche;2011;0.10101525445522108;1;98.0;98;0;not applicable;144
Historia;https://boardgamegeek.com/boardgame/157096/historia;2014;0.10101525445522108;1;98.0;98;0;not applicable;101
Lucky Numbers;https://boardgamegeek.com/boardgame/118247/lucky-numbers;2012;0.10050378152592121;1;99.0;99;0;not applicable;31
Jamaica;https://boardgamegeek.com/boardgame/28023/jamaica;2007;0.10050378152592121;1;99.0;99;0;not applicable;105
Unlock!: Escape Adventures;https://boardgamegeek.com/boardgame/213460/unlock-escape-adventures;2017;0.10050378152592121;1;99.0;99;0;not applicable;70
Paris;https://boardgamegeek.com/boardgame/282954/paris;2020;0.10050378152592121;1;99.0;99;0;not applicable;29
Too Many Bones;https://boardgamegeek.com/boardgame/192135/too-many-bones;2017;0.10050378152592121;1;99.0;99;0;not applicable;18
Fantastic Factories;https://boardgamegeek.com/boardgame/216600/fantastic-factories;2019;0.10050378152592121;1;99.0;99;0;not applicable;41
Dragon Slayer;https://boardgamegeek.com/boardgame/158243/dragon-slayer;2014;0.1;1;100.0;100;0;not applicable;104
Shipyard;https://boardgamegeek.com/boardgame/55600/shipyard;2009;0.1;1;100.0;100;0;not applicable;158
BattleLore;https://boardgamegeek.com/boardgame/25417/battlelore;2006;0.1;1;100.0;100;0;not applicable;157
Copenhagen;https://boardgamegeek.com/boardgame/269595/copenhagen;2019;0.1;1;100.0;100;0;not applicable;11
Fairy Tale;https://boardgamegeek.com/boardgame/13823/fairy-tale;2004;0.1;1;100.0;100;0;not applicable;106
Railroad Ink: Blazing Red Edition;https://boardgamegeek.com/boardgame/251678/railroad-ink-blazing-red-edition;2018;0.1;1;100.0;100;0;not applicable;50
Orléans: Deluxe Edition;https://boardgamegeek.com/boardgame/171905/orleans-deluxe-edition;2015;0.1;1;100.0;100;0;not applicable;89
